gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
897145470	b211f32f-326b-43d3-8012-2fbce0cc6dcc	http://arctos.database.museum/guid/MSB:Host:9106?seid=1862028	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes		SPECIES	Vulpes fulvus (Desmarest, 1820)	Vulpes fulva		CA	Old Crow	Yukon Territory	PRESENT		939ed180-aa7b-11db-8edf-b8a03c50a862	67.566667	-139.8	3102.0						1957-01-01T00:00:00	1	1	1957	5219282	5219243	PRESERVED_SPECIMEN	MSB	Host	MSB:Host:9106	18916	Robert L. Rausch	1957-01-31T00:00:00	CC0_1_0		Collector(s): Robert L. Rausch			2023-03-29T17:06:19.375Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_FUZZY;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
897104370	377be098-626f-4cc2-b4b5-35700050669a	http://arctos.database.museum/guid/UAM:Mamm:91603?seid=1171408	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes		SPECIES	Vulpes vulpes (Linnaeus, 1758)	Vulpes vulpes		CA	Turton Lake	Northwest Territories	PRESENT		d9699a79-4736-45c2-925c-f4033ac67d52	65.28333	-127.83333	16093.0						2001-01-01T00:00:00	1	1	2001	5219243	5219243	PRESERVED_SPECIMEN	UAM	Mamm	UAM:Mamm:91603		Richard Popko	2001-01-01T00:00:00	CC_BY_NC_4_0		Collector(s): Richard Popko; Preparator(s): Eric D. Schiff			2023-03-29T17:16:24.467Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;AMBIGUOUS_INSTITUTION
897074434	377be098-626f-4cc2-b4b5-35700050669a	http://arctos.database.museum/guid/UAM:Mamm:64195?seid=1252032	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes		SPECIES	Vulpes vulpes (Linnaeus, 1758)	Vulpes vulpes		CA	Norman Wells	Northwest Territories	PRESENT		d9699a79-4736-45c2-925c-f4033ac67d52	65.283333	-127.833333	48280.0						2000-01-01T00:00:00	1	1	2000	5219243	5219243	PRESERVED_SPECIMEN	UAM	Mamm	UAM:Mamm:64195		Richard Popko		CC_BY_NC_4_0		Collector(s): J. Chambers; Preparator(s): Eric D. Schiff			2023-03-29T17:16:29.417Z		COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;AMBIGUOUS_INSTITUTION
897073955	377be098-626f-4cc2-b4b5-35700050669a	http://arctos.database.museum/guid/UAM:Mamm:64228?seid=1450826	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes		SPECIES	Vulpes vulpes (Linnaeus, 1758)	Vulpes vulpes		CA	Norman Wells	Northwest Territories	PRESENT		d9699a79-4736-45c2-925c-f4033ac67d52	65.283333	-127.833333	48280.0						2001-06-21T00:00:00	21	6	2001	5219243	5219243	PRESERVED_SPECIMEN	UAM	Mamm	UAM:Mamm:64228		Richard Popko		CC_BY_NC_4_0		Collector(s): Richard Popko; Preparator(s): Eric D. Schiff			2023-03-29T17:16:28.684Z		COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;AMBIGUOUS_INSTITUTION
897073768	377be098-626f-4cc2-b4b5-35700050669a	http://arctos.database.museum/guid/UAM:Mamm:64197?seid=29990	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes		SPECIES	Vulpes vulpes (Linnaeus, 1758)	Vulpes vulpes		CA	Norman Wells	Northwest Territories	PRESENT		d9699a79-4736-45c2-925c-f4033ac67d52	65.283333	-127.833333	48280.0						2000-06-21T00:00:00	21	6	2000	5219243	5219243	PRESERVED_SPECIMEN	UAM	Mamm	UAM:Mamm:64197		Richard Popko		CC_BY_NC_4_0		Collector(s): Richard Popko; Preparator(s): Eric D. Schiff			2023-03-29T17:16:20.012Z		COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;AMBIGUOUS_INSTITUTION
891052136	50c9509d-22c7-4a22-a47d-8c48425ef4a7	http://www.inaturalist.org/observations/544895	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes		SPECIES	Vulpes vulpes (Linnaeus, 1758)	Vulpes vulpes		CA		Yukon	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	64.062516	-138.535194	930.0						2012-08-04T00:00:00	4	8	2012	5219243	5219243	HUMAN_OBSERVATION	iNaturalist	Observations	544895		Marv Elliott	2014-02-26T22:00:04	CC_BY_NC_4_0	Marv Elliott	Marv Elliott			2023-03-29T14:11:44.334Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES
891052129	50c9509d-22c7-4a22-a47d-8c48425ef4a7	http://www.inaturalist.org/observations/544889	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes		SPECIES	Vulpes vulpes (Linnaeus, 1758)	Vulpes vulpes		CA		Yukon	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	64.082837	-138.516054	232.0						2012-08-03T00:00:00	3	8	2012	5219243	5219243	HUMAN_OBSERVATION	iNaturalist	Observations	544889		Marv Elliott	2014-02-26T21:55:52	CC_BY_NC_4_0	Marv Elliott	Marv Elliott			2023-03-29T14:11:38.191Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES
812662033	8eddc200-f535-4c65-9b4d-f723eafe607e	urn:catalog:PSM:Mammal:Mammal-25297	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes		SPECIES	Vulpes vulpes (Linnaeus, 1758)	Vulpes vulpes		CA	Old Crow	Yukon	PRESENT		f56c5f80-055c-11d8-b84e-b8a03c50a862	67.5678452	-139.8357856	2033.0						1957-01-01T00:00:00		1	1957	5219243	5219243	PRESERVED_SPECIMEN	PSM	Mammal	Mammal-25297				CC0_1_0		R. Rausch		Native	2023-01-25T07:31:55.607Z		COORDINATE_REPROJECTED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
686358070	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	8a115edb-1ed8-11e3-bfac-90b11c41863e	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	abietorum	SUBSPECIES	Vulpes vulpes abietorum Merriam, 1900	Vulpes vulpes abietorum		CA	CHAMPAGNE; N SIDE OF DEZADEASH RIVER	Yukon	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	60.7885553	-136.4809742							1947-02-04T00:00:00	4	2	1947	6164268	5219243	PRESERVED_SPECIMEN	KU	KUM	28626				CC_BY_4_0		ALCORN J R			2023-04-06T17:04:24.956Z		COORDINATE_REPROJECTED;COLLECTION_MATCH_FUZZY
686358069	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	8a115c30-1ed8-11e3-bfac-90b11c41863e	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	abietorum	SUBSPECIES	Vulpes vulpes abietorum Merriam, 1900	Vulpes vulpes abietorum		CA	CHAMPAGNE; N SIDE OF DEZADEASH RIVER	Yukon	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	60.7885553	-136.4809742							1947-02-04T00:00:00	4	2	1947	6164268	5219243	PRESERVED_SPECIMEN	KU	KUM	28625				CC_BY_4_0		ALCORN J R			2023-04-06T17:04:10.427Z		COORDINATE_REPROJECTED;COLLECTION_MATCH_FUZZY
686358068	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	8a115986-1ed8-11e3-bfac-90b11c41863e	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	abietorum	SUBSPECIES	Vulpes vulpes abietorum Merriam, 1900	Vulpes vulpes abietorum		CA	CHAMPAGNE; N SIDE OF DEZADEASH RIVER	Yukon	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	60.7885553	-136.4809742							1947-02-04T00:00:00	4	2	1947	6164268	5219243	PRESERVED_SPECIMEN	KU	KUM	28624				CC_BY_4_0		ALCORN J R			2023-04-06T17:04:24.845Z		COORDINATE_REPROJECTED;COLLECTION_MATCH_FUZZY
686358067	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	8a1156de-1ed8-11e3-bfac-90b11c41863e	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	abietorum	SUBSPECIES	Vulpes vulpes abietorum Merriam, 1900	Vulpes vulpes abietorum		CA	DEZADEASH RIVER, 3 MI N OF; MARSHALL CREEK	Yukon	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	60.85	-137.33333							1947-02-04T00:00:00	4	2	1947	6164268	5219243	PRESERVED_SPECIMEN	KU	KUM	28623				CC_BY_4_0		ALCORN J R			2023-04-06T17:04:24.954Z		COLLECTION_MATCH_FUZZY
686358066	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	8a11542f-1ed8-11e3-bfac-90b11c41863e	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	abietorum	SUBSPECIES	Vulpes vulpes abietorum Merriam, 1900	Vulpes vulpes abietorum		CA	DEZADEASH RIVER, 3 MI N OF; MARSHALL CREEK	Yukon	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	60.85	-137.33333							1947-02-04T00:00:00	4	2	1947	6164268	5219243	PRESERVED_SPECIMEN	KU	KUM	28622				CC_BY_4_0		ALCORN J R			2023-04-06T17:04:24.956Z		COLLECTION_MATCH_FUZZY
686358065	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	8a115182-1ed8-11e3-bfac-90b11c41863e	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	abietorum	SUBSPECIES	Vulpes vulpes abietorum Merriam, 1900	Vulpes vulpes abietorum		CA	DEZADEASH RIVER, 3 MI N OF; MARSHALL CREEK	Yukon	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	60.85	-137.33333							1947-02-04T00:00:00	4	2	1947	6164268	5219243	PRESERVED_SPECIMEN	KU	KUM	28621				CC_BY_4_0		ALCORN J R			2023-04-06T17:04:10.453Z		COLLECTION_MATCH_FUZZY
686358064	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	8a114eda-1ed8-11e3-bfac-90b11c41863e	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	abietorum	SUBSPECIES	Vulpes vulpes abietorum Merriam, 1900	Vulpes vulpes abietorum		CA	DEZADEASH RIVER, 3 MI N OF; MARSHALL CREEK	Yukon	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	60.85	-137.33333							1947-02-04T00:00:00	4	2	1947	6164268	5219243	PRESERVED_SPECIMEN	KU	KUM	28620				CC_BY_4_0		ALCORN J R			2023-04-06T17:04:10.449Z		COLLECTION_MATCH_FUZZY
686358063	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	8a114c3a-1ed8-11e3-bfac-90b11c41863e	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	abietorum	SUBSPECIES	Vulpes vulpes abietorum Merriam, 1900	Vulpes vulpes abietorum		CA	DEZADEASH RIVER, 3 MI N OF; MARSHALL CREEK	Yukon	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	60.85	-137.33333							1947-02-04T00:00:00	4	2	1947	6164268	5219243	PRESERVED_SPECIMEN	KU	KUM	28619				CC_BY_4_0		ALCORN J R			2023-04-06T17:04:10.451Z		COLLECTION_MATCH_FUZZY
686358062	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	8a114995-1ed8-11e3-bfac-90b11c41863e	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	abietorum	SUBSPECIES	Vulpes vulpes abietorum Merriam, 1900	Vulpes vulpes abietorum		CA	DEZADEASH RIVER, 3 MI N OF; MARSHALL CREEK	Yukon	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	60.85	-137.33333							1947-02-04T00:00:00	4	2	1947	6164268	5219243	PRESERVED_SPECIMEN	KU	KUM	28618				CC_BY_4_0		ALCORN J R			2023-04-06T17:04:10.447Z		COLLECTION_MATCH_FUZZY
686358061	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	8a1146f4-1ed8-11e3-bfac-90b11c41863e	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	abietorum	SUBSPECIES	Vulpes vulpes abietorum Merriam, 1900	Vulpes vulpes abietorum		CA	DALTON POST, 1.5 MI S, 3 MI E OF; 1.5 MI E OF TATSHENSHINI R	Yukon	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	60.0974251	-136.9552161							1948-07-14T00:00:00	14	7	1948	6164268	5219243	PRESERVED_SPECIMEN	KU	KUM	28617				CC_BY_4_0		ALCORN J R			2023-04-06T17:04:10.437Z		COORDINATE_REPROJECTED;COLLECTION_MATCH_FUZZY
686350609	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	89b81141-1ed8-11e3-bfac-90b11c41863e	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	abietorum	SUBSPECIES	Vulpes vulpes abietorum Merriam, 1900	Vulpes vulpes abietorum		CA	KLUANE, 6 MI SW OF	Yukon	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	60.9716993	-138.51152							1947-08-26T00:00:00	26	8	1947	6164268	5219243	PRESERVED_SPECIMEN	KU	KUM	21103				CC_BY_4_0		ALCORN J R			2023-04-06T17:04:09.436Z		COORDINATE_REPROJECTED;COLLECTION_MATCH_FUZZY
476837875	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Mamm:34163	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	abietorum	SUBSPECIES	Vulpes vulpes abietorum Merriam, 1900	Vulpes vulpes abietorum Merriam, 1900	Merriam, 1900	CA	Slim's River, near Kluane	Yukon Territory	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	60.994402	-138.559458	5620.0						1936-01-01T00:00:00	1	1	1936	6164268	5219243	PRESERVED_SPECIMEN	MCZ	Mamm	34163		[no agent data]		CC_BY_NC_4_0	President and Fellows of Harvard College	John W. Hayden			2023-04-06T21:41:34.523Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
476822595	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Mamm:36745	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	abietorum	SUBSPECIES	Vulpes vulpes abietorum Merriam, 1900	Vulpes vulpes abietorum Merriam, 1900	Merriam, 1900	CA	Robb Lake District, north of Peace River and Laurier Pass	British Columbia	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	56.971056	-123.639705	42718.0										6164268	5219243	PRESERVED_SPECIMEN	MCZ	Mamm	36745		[no agent data]		CC_BY_NC_4_0	President and Fellows of Harvard College	W. S. Kelly			2023-04-06T21:39:59.103Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
476822594	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Mamm:36744	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	abietorum	SUBSPECIES	Vulpes vulpes abietorum Merriam, 1900	Vulpes vulpes abietorum Merriam, 1900	Merriam, 1900	CA	Robb Lake District, north of Peace River and Laurier Pass	British Columbia	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	56.971056	-123.639705	42718.0						1933-11-01T00:00:00	1	11	1933	6164268	5219243	PRESERVED_SPECIMEN	MCZ	Mamm	36744		[no agent data]		CC_BY_NC_4_0	President and Fellows of Harvard College	W. S. Kelly			2023-04-06T21:39:59.103Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
476822593	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Mamm:36261	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	abietorum	SUBSPECIES	Vulpes vulpes abietorum Merriam, 1900	Vulpes vulpes abietorum Merriam, 1900	Merriam, 1900	CA	Robb Lake district, north of Peace River and Laurier Pass	British Columbia	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	56.85673	-123.593013	9565.0						1934-01-01T00:00:00	1	1	1934	6164268	5219243	PRESERVED_SPECIMEN	MCZ	Mamm	36261		[no agent data]		CC_BY_NC_4_0	President and Fellows of Harvard College	W. S. Keily			2023-04-06T21:41:38.040Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
476822592	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Mamm:34528	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	abietorum	SUBSPECIES	Vulpes vulpes abietorum Merriam, 1900	Vulpes vulpes abietorum Merriam, 1900	Merriam, 1900	CA	Kluane Lake	Yukon Territory	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	61.25	-138.666667	1189.0						1936-01-17T00:00:00	17	1	1936	6164268	5219243	PRESERVED_SPECIMEN	MCZ	Mamm	34528		[no agent data]		CC_BY_NC_4_0	President and Fellows of Harvard College	John W. Hayden			2023-04-06T21:41:38.093Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
476822591	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Mamm:34527	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	abietorum	SUBSPECIES	Vulpes vulpes abietorum Merriam, 1900	Vulpes vulpes abietorum Merriam, 1900	Merriam, 1900	CA	Kluane Lake	Yukon Territory	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	61.25	-138.666667	1189.0						1936-01-01T00:00:00	1	1	1936	6164268	5219243	PRESERVED_SPECIMEN	MCZ	Mamm	34527		[no agent data]		CC_BY_NC_4_0	President and Fellows of Harvard College	John W. Hayden			2023-04-06T21:41:38.140Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
476822590	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Mamm:34526	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	abietorum	SUBSPECIES	Vulpes vulpes abietorum Merriam, 1900	Vulpes vulpes abietorum Merriam, 1900	Merriam, 1900	CA	Kluane Lake	Yukon Territory	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	61.25	-138.666667	1189.0						1936-01-18T00:00:00	18	1	1936	6164268	5219243	PRESERVED_SPECIMEN	MCZ	Mamm	34526		[no agent data]		CC_BY_NC_4_0	President and Fellows of Harvard College	John W. Hayden			2023-04-06T21:41:38.385Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
476822589	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Mamm:34524	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	abietorum	SUBSPECIES	Vulpes vulpes abietorum Merriam, 1900	Vulpes vulpes abietorum Merriam, 1900	Merriam, 1900	CA	Kluane Lake	Yukon Territory	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	61.25	-138.666667	1189.0						1935-11-05T00:00:00	5	11	1935	6164268	5219243	PRESERVED_SPECIMEN	MCZ	Mamm	34524		[no agent data]		CC_BY_NC_4_0	President and Fellows of Harvard College	John W. Hayden			2023-04-06T21:41:37.971Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
476807446	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Mamm:34162	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	abietorum	SUBSPECIES	Vulpes vulpes abietorum Merriam, 1900	Vulpes vulpes abietorum Merriam, 1900	Merriam, 1900	CA	Hungry Lake, near Kluane	Yukon Territory	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	60.989439	-138.180344	1419.0						1936-02-08T00:00:00	8	2	1936	6164268	5219243	PRESERVED_SPECIMEN	MCZ	Mamm	34162		[no agent data]		CC_BY_NC_4_0	President and Fellows of Harvard College	John W. Hayden			2023-04-06T21:42:58.818Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
476806279	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Mamm:59167	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	abietorum	SUBSPECIES	Vulpes vulpes abietorum Merriam, 1900	Vulpes vulpes abietorum Merriam, 1900	Merriam, 1900	CA	High Level	Alberta	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	58.511288	-117.137453	5486.0						1983-11-08T00:00:00	8	11	1983	6164268	5219243	PRESERVED_SPECIMEN	MCZ	Mamm	59167		[no agent data]		CC_BY_NC_4_0	President and Fellows of Harvard College	A. Croy			2023-04-06T21:41:39.116Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
4062983640	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/150544103	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes		SPECIES	Vulpes vulpes (Linnaeus, 1758)	Vulpes vulpes		CA		Yukon	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	60.765992	-135.138214	14.0						2023-03-07T12:32:51	7	3	2023	5219243	5219243	HUMAN_OBSERVATION	iNaturalist	Observations	150544103		Cameron Eckert	2023-03-08T03:20:01	CC_BY_NC_4_0	Cameron Eckert	Cameron Eckert			2023-03-29T14:26:06.943Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4062797204	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/150977628	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes		SPECIES	Vulpes vulpes (Linnaeus, 1758)	Vulpes vulpes		CA		Yukon	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	60.706742	-135.024383	10.0						2023-03-12T15:20:57	12	3	2023	5219243	5219243	HUMAN_OBSERVATION	iNaturalist	Observations	150977628		Elora Jane	2023-03-12T22:21:43	CC_BY_NC_4_0	Elora Jane	Elora Jane			2023-03-29T14:11:13.757Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4062647811	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/150672278	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes		SPECIES	Vulpes vulpes (Linnaeus, 1758)	Vulpes vulpes		CA		Yukon	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	60.881903	-135.325347	31.0						2022-11-06T15:54:44	6	11	2022	5219243	5219243	HUMAN_OBSERVATION	iNaturalist	Observations	150672278		babourbeau10	2023-03-09T18:53:42	CC_BY_NC_4_0	babourbeau10	babourbeau10			2023-03-29T14:11:21.081Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4046407839	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/149490688	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes		SPECIES	Vulpes vulpes (Linnaeus, 1758)	Vulpes vulpes		CA		Yukon	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	60.86937	-135.261995	13.0						2023-02-23T07:54:21	23	2	2023	5219243	5219243	HUMAN_OBSERVATION	iNaturalist	Observations	149490688		Tracy	2023-02-23T18:02:02	CC_BY_NC_4_0	Tracy	Tracy			2023-03-29T14:10:59.240Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES
4039181629	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/149071039	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes		SPECIES	Vulpes vulpes (Linnaeus, 1758)	Vulpes vulpes		CA		Yukon	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	60.878985	-135.355208	143.0						2019-06-26T22:30:00	26	6	2019	5219243	5219243	HUMAN_OBSERVATION	iNaturalist	Observations	149071039		sunfriedegg	2023-02-18T21:01:18	CC_BY_NC_4_0	sunfriedegg	sunfriedegg			2023-03-29T14:26:04.901Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4035016537	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148587226	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes		SPECIES	Vulpes vulpes (Linnaeus, 1758)	Vulpes vulpes		CA		Yukon	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	60.732479	-135.1554	229.0						2018-05-26T23:28:00	26	5	2018	5219243	5219243	HUMAN_OBSERVATION	iNaturalist	Observations	148587226		Tracy	2023-02-12T07:41:53	CC_BY_NC_4_0	Tracy	Tracy			2023-03-29T14:26:03.738Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4034994486	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148588469	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes		SPECIES	Vulpes vulpes (Linnaeus, 1758)	Vulpes vulpes		CA		Yukon	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	60.738336	-135.147608	244.0						2018-05-30T08:13:00	30	5	2018	5219243	5219243	HUMAN_OBSERVATION	iNaturalist	Observations	148588469		Tracy	2023-02-12T08:12:51	CC_BY_NC_4_0	Tracy	Tracy			2023-03-29T14:11:03.933Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4034933303	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148578573	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes		SPECIES	Vulpes vulpes (Linnaeus, 1758)	Vulpes vulpes		CA		British Columbia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	57.743373	-129.976421	6440.0						2018-04-22T18:57:00	22	4	2018	5219243	5219243	HUMAN_OBSERVATION	iNaturalist	Observations	148578573		Tracy	2023-02-12T04:19:32	CC_BY_NC_4_0	Tracy	Tracy			2023-03-29T14:26:04.175Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
